number,name,former_name,kind,jurisdiction,status
600652,NORTHERN MINERALS LTD.,,Extra-Territorial Corporation,Canada,Changed Name
600654,NORTHERN TRAVEL GUIDES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600655,NORTHWARD AVIATION LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600656,NORTHWEST BUSINESS CREDIT CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600657,"NORTHWEST COMPANY INC., THE",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600658,"NORTHWEST COMPANY (NORTHERN) INC., THE",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600659,NORTHWEST EXPEDITING & COMMUNICATIONS LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600661,NORTHWEST TRAVEL GUIDES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600662,NORTON CHRISTENSEN CANADA LIMITED,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
600664,NUSPAR RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600665,O.J. PIPELINES INC.,,Extra-Territorial Corporation,Alberta,Amalgamated
600666,OKANAGAN HELICOPTERS LTD. / HELICOPTERES OKANAGAN LIMITEE,,Extra-Territorial Corporation,British Columbia,Amalgamated
600667,104090 HELICOPTERS (ALBERTA) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600669,ONDAATJE MANAGED INVESTMENTS LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600672,OSLER INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600673,"OSLER, WILLS, BICKLE LIMITED",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600674,OSTASHEK OUTFITTING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600676,PACALTA RESOURCES LTD.,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
600677,PACIFIC NORTHWEST EQUIPMENT LEASING CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600678,PACIFIC RIDGE RESOURCES CORP.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600679,PACIFIC TRANS-OCEAN RESOURCES LTD.,,Extra-Territorial Corporation,Canada,Changed Name
600680,PAFLOR MARKETING AND ADMINISTRATIVE SERVICES INC.,,Extra-Territorial Corporation,Canada,Changed Name
600681,PANCANADIAN PETROLEUM LIMITED,,Extra-Territorial Corporation,Alberta,Amalgamated
600682,PANCANADIAN PETROLEUM LIMITED,,Extra-Territorial Corporation,Canada,Amalgamated
600683,PATRICK HARRISON & COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600684,PATRICIA MINING INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600685,PAUL JOHN WORK-CLOTHING CO. LTD.,,Extra-Territorial Corporation,British Columbia,Amalgamated
600686,PAVILION METAL PRODUCTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600687,PEABODY'S PHOTO PARLOUR INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600690,PEMBINA PIPE LINE LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
600691,PEMBINA RESOURCES LIMITED,,Extra-Territorial Corporation,Alberta,Amalgamated
600692,"PENNZOIL UNITED, INC.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600694,PESOSILVER MINES LIMITED (N. P. L.),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600695,PETER BAWDEN DRILLING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600696,PETER BAWDEN DRILLING SERVICES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600697,PETER KISS OILFIELD CONTRACTORS LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600698,PETER H. SEVENSMA CONSULTANTS LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600699,PETRO-CANADA EXPLORATION INC.,,Extra-Territorial Corporation,Canada,Changed Name
600700,PETRO-CANADA ENTERPRISES INC.,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
600701,PETROLIA OILWELL DRILLING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600702,PETRO-CANADA INC.,,Extra-Territorial Corporation,Canada,Amalgamated
600704,P. F. COLLIER & SON LIMITED / P. F. COLLIER & FILS LIMITEE,COLLIER MACMILLAN FINANCE LIMITED,Extra-Territorial Corporation,Canada,Changed Name
600705,PHH CANADA INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600706,PHIL WALTON ENTERPRISE HAULING LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600707,PHILLIPS N & M ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600708,PIONEER MACHINERY COMPANY LIMITED,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600709,PITTS PRICE PIPELINES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600710,PLACERSTAKE RESOURCES INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600711,PLIBRICO (CANADA) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600715,POLARIS MOVING & STORAGE LTD.,POLARIS MOVING &amp; STORAGE (1984) LTD.,Extra-Territorial Corporation,UNKNOWN,Changed Name
600716,POLARIS MOVING & STORAGE LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600717,POLARIS MOVING & STORAGE (1984) LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600718,POLARIS SELF STORAGE LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600719,POLAR SEA FISHERIES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600720,POLTECH ELECTRIC LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600723,"POOLE ENGINEERING COMPANY, LIMITED",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600724,PORANDOM ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600725,POUNDER EMULSIONS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600726,PREBUILT STRUCTURES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600727,PRECISION CONSTRUCTION COMPANY LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600728,PREMIER MINING CORPORATION LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600729,PREMIER PROPANE INC.,,Extra-Territorial Corporation,Canada,Amalgamated
600731,PRINCIPAL MORTGAGE CORPORATION LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600732,PROMETHEUS MINERALS (CANADA) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600733,PROSPECTA CONTRACTING LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600734,PROPHET RIVER SPRUCE CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600735,PROSPECTORS AIRWAYS COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600736,PROSPER OILS & MINES LTD. (NPL),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600737,PROTEAN LEASING INC.,,Extra-Territorial Corporation,Ontario,Amalgamated
600738,PURE SILVER MINES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600739,QUEST REALTY LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600741,QUESTAR (1990) INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600742,"RALPH M. PARSONS COMPANY, THE",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600743,RAMROD ENERGY CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600744,R. ANGUS ALBERTA LIMITED,,Extra-Territorial Corporation,Alberta,Amalgamated
600745,RAY DAVIES PLUMBING & HEATING (1980) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600746,RAY GEOPHYSICAL LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600747,"RAY HELD, C.A., LTD.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600748,RAY PLUME LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600750,RED FEATHER SALOON INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600751,REDWOOD REALTY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600752,REED SHAW OSLER LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600754,RENNIKS RESOURCES LTD. (N. P. L.),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600755,R-41 ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600756,R-41 ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600757,RICHIE OUTFITTERS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600758,RICOH CORPORATION (CANADA) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600759,RIOCANEX INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600760,RISKIT RESOURCES MINE MANAGING & CONSULTING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600761,RIVERBOAT ENTERPRISES INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600763,"R. L. B. AUCTIONS LTD. / ENCANS R. L. B. LIMITEE, LES",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600764,RMO SITE MANAGEMENT INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600765,ROBERT JOE TRUCKING LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600767,ROBFAM TRANSPORT LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600768,ROBINSONS' TRUCKING LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600769,GIGI RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600770,RODELL CORPORATION (1967) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600771,RODY CONSTRUCTION LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600773,"ROSS A. PERKIN, C.A., LTD.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600774,ROSS MINING SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600775,ROSS MINING SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600776,ROSS RIVER FLYING SERVICES LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
600777,"ROYAL BANK MUTUAL FUND SERVICES INC. / SERVICES FONDS MUTUELS BANQUE ROYALE INC., LES",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600778,ROYAL INNS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600779,RUBY RANGE OUTFITTERS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600781,SAFEWAY MOBILE HOMES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600782,SAN BRUNO INVESTMENTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600783,SAND AIR LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600784,SANSAN INSTALLATIONS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600785,"SARA LEE CORPORATION OF CANADA LTD. / CORPORATION SARA LEE DU CANADA LTEE., LA",,Extra-Territorial Corporation,Canada,Amalgamated
600786,SATELLITE COMMUNICATIONS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600787,SCEPTERCANRON INC.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
600788,SCEPTERCANRON PIPE INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600789,SCHULMEISTER ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600790,SCOTIAFUND FINANCIAL SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600791,SCYLLA CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600792,SETRAKOV CONSTRUCTION LTD.,,Extra-Territorial Corporation,Saskatchewan,Cancelled by Corporation
600794,SE ACQUISITION CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600796,"SEDGWICK JAMES, INC.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600797,SEDGWICK TOMENSON INC.,,Extra-Territorial Corporation,Ontario,Amalgamated
600798,SEISFORM DRILLING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600800,SHARLU ENTERPRISES INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600801,SHARVAL ENTERPRISES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600803,SHEARWALL FORMING (YUKON) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600804,SIDDALL AND SON LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600805,"SIGMA MINES (QUEBEC) LIMITED / MINES SIGMA (QUEBEC) LIMITEE, LES (L. R. P.)",,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600806,SILVERCREST RESOURCE CORPORATION,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
600807,SILVERQUEST RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600808,SINCLAIR CANADA OIL COMPANY,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600809,SKOOKUM TRANSPORT LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600810,SMD MINING CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600811,SMITTY'S PANCAKE HOUSES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600812,SMITTY'S PANCAKE HOUSE (WHITEHORSE) LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600813,SPECTRUM MUTUAL FUNDS SERVICES INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600815,SOVEREIGNMETALS CORPORATION (N.P.L.),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600816,SOLRO CONSTRUCTION LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600817,SOURCE RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600818,SPERRY-SUN OF CANADA LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600820,SPX AUTOMOTIVE DIAGNOSTICS INC. / DIAGNOSTICS AUTOMOTEURS SPX INC.,,Extra-Territorial Corporation,Canada,Amalgamated
600821,STAG'S LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600822,STAKERS DEVELOPMENT LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600823,STAMPEDE INTERNATIONAL RESOURCES INC.,,Extra-Territorial Corporation,British Columbia,Amalgamated
600824,STANDARD OIL COMPANY OF BRITISH COLUMBIA LIMITED,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600825,STANLEY ASSOCIATES ENGINEERING LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
600826,STATE CONTRACTORS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600827,STEETLEY DISTRIBUTION INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600828,STELLAR SYSTEMS GROUP INC.,,Extra-Territorial Corporation,British Columbia,Amalgamated
600829,STERLING TRANSPORT LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600830,SUN FREE VINYL (YUKON) LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600832,SUN LIFE DISTRIBUTION SERVICES INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600833,SUN OIL COMPANY LIMITED,,Extra-Territorial Corporation,Canada,Amalgamated
600834,SUNSET MOTEL LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600835,SUPERIOR PROPANE LIMITED / SUPERIEUR PROPANE LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600837,TAGISH CONSTRUCTION LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600838,TAGISH SAND AND GRAVEL LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600839,TAKHINI TRAILER COURT LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
600840,TAKU GALLERY INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600841,TALISMAN ENERGY INC. / SOCIETE D'ENERGIE TALISMAN INC.,,Extra-Territorial Corporation,Canada,Amalgamated
600842,TARA PACIFIC RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Changed Name
600845,"T.C.C. BEVERAGES LTD. / BREUVAGES T.C.C. LTEE, LES",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600847,TED THOMSON INVESTMENTS INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600848,TEGG LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600849,TENAKEE SERVICES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600850,TEN MILE LOGGING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600851,TERRA MINING AND EXPLORATION LIMITED (N.P.L.),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600852,TESLIN LAKE MOTEL LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600853,TEXACO CANADA INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600854,TEXACO CANADA LIMITED / TEXACO CANADA LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600855,TEXASGULF CANADA INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600856,TEXASGULF INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600857,TEXAS GULF SULPHUR COMPANY,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600858,THIRTEEN MILE RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600859,THOMAS DOWNIE HOLDINGS LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600860,THOMSON AUCOIN LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600861,"THOMSON, STREIT & JENSEN LTD.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600863,TIGER CHEMICALS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600864,TIM DONUT LIMITED,,Extra-Territorial Corporation,Ontario,Amalgamated
600865,TIM DONUT LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600866,TIN CUP ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600867,TOLEDO SCALE CANADA LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600868,TOMPKINS CONTRACTING (1983) LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600869,TONTO MINE DEVELOPMENT LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600870,TOP OF THE WORLD MINING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600875,TOTAL PETROLEUM CANADA LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
600876,TOTAL PETROLEUM CANADA LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
600877,TOTAL PETROLEUM CANADA LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
600878,TOTAL PETROLEUM CANADA LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
600879,TOUCHE ROSS LIMITED / TOUCHE ROSS LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600880,TOWER SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600881,TRAILER VILLAGE (YUKON) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600882,TRAILS NORTH YUKON LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600883,TRANSIBERIAN TOURS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600884,TRANSPACIFIC TOURS (CANADA) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600885,"TRAVELERS MORTGAGE SERVICES, INC.",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600887,TRIAD OIL CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600888,"TRIARCH MARITIMES, INC.",,Extra-Territorial Corporation,Ontario,Cancelled by Registrar
600889,TRICAL RESOURCES INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600890,TRI-LINE EXPRESSWAYS LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
600891,TRIMAC TRANSPORTATION SERVICES LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
600892,TRIPLE 'J ' CABINS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600893,TROFEO GOLD RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600894,TURNER-HINDMARSH TUNGSTEN LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600895,TURNER-SOUTHERN LAKES CONTRACTORS LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600896,TYCO LABORATORIES OF CANADA INC. / LABORATORIES TYCO DU CANAD INC.,,Extra-Territorial Corporation,Canada,Changed Name
600897,ULTRAMAR OIL AND GAS CANADA LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600898,UNDERHILL ENGINEERING CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600899,UNDERHILL SURVEY SERVICES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600900,UNDERWOOD MCLELLAN & ASSOCIATES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600901,UNION CARBIDE CANADA LIMITED,,Extra-Territorial Corporation,Canada,Amalgamated
600902,UNION CARBIDE CANADA LIMITED / UNION CARBIDE DU CANADA LIMITEE,,Extra-Territorial Corporation,Canada,Amalgamated
600903,UNION CARBIDE EXPLORATION CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600904,"UNION OIL COMPANY OF CANADA, LIMITED",,Extra-Territorial Corporation,Canada,Changed Name
600905,UNION PACIFIC RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600907,UNITED CIGAR STORES LIMITED / UNITED CIGAR STORES LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600908,UPPER CANADA RESOURCES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600910,VAARTNOU & SONS ENTERPRISES LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600912,VALOR VENTURES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600913,VALORIE LYNN MASUDA PROFESSIONAL CORP.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600914,VAMPIRE OIL COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600916,VAN SEA INVESTMENTS CO. LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600917,VERSATILE FINANCIAL PLANNING CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600918,VESTOR EXPLORATIONS LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
600919,"VICTORIA GREY METRO TRUST COMPANY / COMPAGNIE DE FIDUCIE VICTORIA ET GREY METRO , LA",,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
600920,VON MERTINS ENTERPRISES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600921,VOYAGER ENERGY INC.,,Extra-Territorial Corporation,Canada,Amalgamated
600922,VOYAGER ENERGY INC.,,Extra-Territorial Corporation,Alberta,Amalgamated
600923,VOYAGER PETROLEUMS (II) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600924,"WALLACE BARNES COMPANY, LIMITED, THE",,Extra-Territorial Corporation,UNKNOWN,Changed Name
600925,WALLDEN FUNERAL HOME LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600926,WARLIM HOLDINGS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600927,WATERLAND ADVENTURES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600928,WATEROUS GM DIESEL LIMITED,,Extra-Territorial Corporation,Alberta,Amalgamated
600929,WATSON LAKE ENTERPRISING SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600930,WATSON LAKE FOODS (1988) LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600931,WATSON'S DEPARTMENT STORE LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600932,W & E HOLDINGS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600933,WELCOME NORTH MINES LTD. (N.P.L.),,Extra-Territorial Corporation,UNKNOWN,Changed Name
600934,WELLAR AUTOMATIC SPRINKLER CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600935,WENBERG INVESTMENTS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600936,WESTBURNE DRILLING (CANADA) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600937,WESTCOAST HELICOPTERS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600938,WESTCOAST PETROLEUM LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600939,WESTERN ASPHALT (1972) LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
600940,WESTCOAST PETROLEUM LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
600941,WESTCOAST PRODUCTION CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600942,WESTERN PHOTOGRAMMETRY LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
600944,WESTFORT PETROLEUMS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600947,WHITE GOLD VENTURES LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600948,WHITEHORSE AUTO RENTALS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600949,WHITEHORSE BEVERAGES (1961) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600950,WHITEHORSE BUSINESS MACHINES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600951,WHITEHORSE CHRYSLER LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600953,WHITEHOUSE & KNUTSON HOLDINGS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600954,LOKI GOLD CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600955,WHITEHORSE ELECTRIC LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600966,WHITEHORSE LUMBER COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600969,WHITE RIVER LODGE LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600970,WILCO MINING COMPANY LIMITED,,Extra-Territorial Corporation,Ontario,Amalgamated
600971,WENBERG INVESTMENTS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600972,"WINDY POINT MINERALS, LTD.",,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600973,W. M. BATH INVESTMENTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
