number,name,former_name,kind,jurisdiction,status
215217,SOURDOUGH EXPRESS (FAST FOOD),,Business Name,Yukon,Expired
215218,SCHLUMBERGER COMPLETION SYSTEMS,,Business Name,Yukon,Expired
215219,COUNTRY IMAGE ANTIQUES,,Business Name,Yukon,Expired
215220,ARCTIC BUILDING DESIGN,,Business Name,Yukon,Expired
215221,LONE WOLF TRUCKING,,Business Name,Yukon,Expired
215222,SUN STONE CONTRACTING,,Business Name,Yukon,Expired
215223,TRANS NATIONAL TOWING,,Business Name,Yukon,Ceased/Dissolved
215224,SOUTHERN LAKES BROADCASTING,,Business Name,Yukon,Expired
215225,COUNTRY ROAD ENTERPRISES,,Business Name,Yukon,Expired
215226,RANDY'S ROVING REPAIRS,,Business Name,Yukon,Expired
215227,BESTEMORS CROSS STITCH,,Business Name,Yukon,Expired
215228,L & L ELECTRIC,,Business Name,Yukon,Expired
215229,NOW & THEN ANTIQUES AND COLLECTABLES,,Business Name,Yukon,Expired
215230,OUT OF THE NORTH STAMPING AND SCREENING,,Business Name,Yukon,Expired
215231,LONESOME HIGHWAY AUTO REPAIR,,Business Name,Yukon,Expired
215232,RAG-TIME WATCHES & CLOTHS,,Business Name,Yukon,Expired
215233,WHITE HORSE INTERNATIONAL GUEST HOUSE & HOSTEL,,Business Name,Yukon,Expired
215234,EMERALD ERNIE'S BED & BREAKFAST,,Business Name,Yukon,Expired
215235,I CAN HAVE RED SHOES TOO CHILDREN'S STORE,,Business Name,Yukon,Expired
215236,MR. HYDE DESIGN,,Business Name,Yukon,Expired
215237,LEBARGE HEALTH CONSULTING,,Business Name,Yukon,Expired
215238,YUKON EMBROIDERY IMAGES,,Business Name,Yukon,Expired
215239,BLUEBIRD ENVIRONMENTAL CONTRACTING,,Business Name,Yukon,Expired
215240,BEARPAW MUSIC & GIFTS,,Business Name,Yukon,Expired
215241,RAPID VINYL SIGNS,,Business Name,Yukon,Expired
215242,KLONDIKE BUY AND SELL,,Business Name,Yukon,Expired
215243,NORTHWIND ENTERPRISES,,Business Name,Yukon,Expired
215244,MIKE'S NORTH COMMUNICATIONS,,Business Name,Yukon,Expired
215245,NORTHERN LIGHTS WOOD PRODUCTS,,Business Name,Yukon,Ceased/Dissolved
215246,NORTHERN LIGHTS LOG HOMES,,Business Name,Yukon,Ceased/Dissolved
215247,FUN ZONE FUN CLASSES FOR KIDS (THE),,Business Name,Yukon,Expired
215248,AURORA B TRANSPORT,,Business Name,Yukon,Expired
215249,U-BURN WE CHIMNEY SWEEPS,,Business Name,Yukon,Expired
215250,DENISE'S HAIR DESIGN,,Business Name,Yukon,Expired
215251,KENDALL'S REFRIGERATION,,Business Name,Yukon,Expired
215252,MADJACK EXPEDITING SERVICES,,Business Name,Yukon,Expired
215253,COOPER COUNSELING SERVICE,,Business Name,Yukon,Expired
215254,MILLENNIUM SOCCER ACADEMY (YUKON),,Business Name,Yukon,Ceased/Dissolved
215255,VAN BIBBER MOBILE MECHANICS,,Business Name,Yukon,Expired
215256,BERNIE'S RACE TRAC,,Business Name,Yukon,Expired
215257,BERNIE'S FAS GAS,,Business Name,Yukon,Ceased/Dissolved
215258,TALK TV,,Business Name,Yukon,Ceased/Dissolved
215259,ICG PROPANE,,Business Name,Yukon,Ceased/Dissolved
215260,WILKINSON CUTTING,,Business Name,Yukon,Expired
215261,M. HEARTY CONSULTING,,Business Name,Yukon,Expired
215262,TAX STOP CONSULTING,,Business Name,Yukon,Ceased/Dissolved
215263,ONE STOP BABY SHOP,,Business Name,Yukon,Expired
215264,CHALCEDONY IMPORTS SALES & SERVICE,,Business Name,Yukon,Expired
215265,CORNER GRILL,,Business Name,Yukon,Expired
215267,QUALEX CANADA,,Business Name,Yukon,Ceased/Dissolved
215268,LGILL MANAGEMENT,,Business Name,Yukon,Expired
215269,JAMES MECHANICAL AND OPERATING SERVICES,,Business Name,Yukon,Expired
215270,THREE ACES CONTRACTING,,Business Name,Yukon,Expired
215271,JONCO ENTERPRISES,,Business Name,Yukon,Expired
215272,TAIGA ENVIRONMENTAL CONSULTING,,Business Name,Yukon,Expired
215273,SMALL ENGINE DOCTOR,,Business Name,Yukon,Expired
215274,TD WATERHOUSE DIRECT,,Business Name,Yukon,Expired
215275,BEAVER,,Business Name,Yukon,Expired
215276,BEAVER LUMBER*,,Business Name,Yukon,Expired
215277,11TH HOUR CONSULTING,,Business Name,Yukon,Expired
215278,FDMS CANADA,,Business Name,Yukon,Active
215279,FIRST DATA MERCHANT SERVICES CANADA,,Business Name,Yukon,Active
215280,CARRI-ALL TRAILERS AND DECKS,,Business Name,Yukon,Ceased/Dissolved
215281,SUNBEAM ENTERPRISES,,Business Name,Yukon,Expired
215282,SENDA CONSULTING,,Business Name,Yukon,Expired
215283,YUKON MICRO SYSTEMS,,Business Name,Yukon,Expired
215284,PLEASURE ISLAND RESTAURANT,,Business Name,Yukon,Ceased/Dissolved
215285,MILES & ASSOCIATES,,Business Name,Yukon,Expired
215286,MINA COMPUTER & ACCOUNTING SERVICES,,Business Name,Yukon,Expired
215287,TUNDRA ROWS GARDENS,,Business Name,Yukon,Ceased/Dissolved
215288,TUNDRAWYN KENNELS,,Business Name,Yukon,Expired
215289,LOLA'S DAYHOME,,Business Name,Yukon,Expired
215290,INVESCO CANADA,,Business Name,Yukon,Active
215291,PHIL WILLIAMS BUILDING ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
215292,LOVE-TO-LEARN SCHOOL AGE PROGRAM,,Business Name,Yukon,Expired
215293,WILLIAMS COMMUNICATION,,Business Name,Yukon,Expired
215294,GE ENERGY RENTALS,,Business Name,Yukon,Ceased/Dissolved
215296,UNIVERSAL PLASTIC,,Business Name,Yukon,Ceased/Dissolved
215297,CADILLAC PLASTIC,,Business Name,Yukon,Ceased/Dissolved
215298,MAGNUM OPUS MANAGEMENT,,Business Name,Yukon,Expired
215299,FUNKTION FITNESS,,Business Name,Yukon,Expired
215300,SUNNYDANNY HOUSE,,Business Name,Yukon,Expired
215301,NORTHERN ENVIRON TRANSPORTATION TESTING & RESEARCH,,Business Name,Yukon,Expired
215302,MILLARD CONSULTING,,Business Name,Yukon,Expired
215303,YUKON WATER TECHNOLOGY,,Business Name,Yukon,Expired
215304,DON'S CONCRETE CUTTING SERVICE,,Business Name,Yukon,Expired
215305,HANSON AND ASSOCIATES,,Business Name,Yukon,Expired
215306,KIZZIE KOTTAGE STAINED GLASS,,Business Name,Yukon,Expired
215307,NUTRITION NORTH,,Business Name,Yukon,Expired
215308,GIGABYTE GAGNES,,Business Name,Yukon,Expired
215309,KLUANE PARK ADVENTURE TOURS,,Business Name,Yukon,Expired
215310,BOLTON AUTOMOTIVE,,Business Name,Yukon,Expired
215311,"IMPACT RESEARCH, ANALYSIS AND COMMUNICATIONS",,Business Name,Yukon,Expired
215312,WATSON LAKE 2992 RECYCLING SERVICES,,Business Name,Yukon,Expired
215313,HIGHLAND STUDIO,,Business Name,Yukon,Expired
215314,MOVING PARTS THEATRE,,Business Name,Yukon,Expired
215315,BLACKSTONE WEB DESIGN,,Business Name,Yukon,Expired
215316,SKYLAND GEOGRAPHIX,,Business Name,Yukon,Expired
215317,FIRST DATA LEASING SOLUTIONS,,Business Name,Yukon,Expired
215318,"PAYMENT CARD ALLIANCE, CANADA",,Business Name,Yukon,Expired
215319,A M SHARP FIRELIGHTERS,,Business Name,Yukon,Expired
215320,AURORA TOURS YUKON,,Business Name,Yukon,Ceased/Dissolved
215321,CANADIAN REGIONAL-CANADIEN REGIONAL,,Business Name,Yukon,Ceased/Dissolved
215324,BIRCHWOOD TOURS,,Business Name,Yukon,Expired
215325,AIR ALLIANCE,,Business Name,Yukon,Ceased/Dissolved
215326,AIR ONTARIO,,Business Name,Yukon,Ceased/Dissolved
215327,ALPINUM MOUNTAIN SPECIALIST,,Business Name,Yukon,Expired
215328,AIR NOVA,,Business Name,Yukon,Ceased/Dissolved
215329,AIRBC,,Business Name,Yukon,Ceased/Dissolved
215330,VAMP'S KITCHEN EXAUST CLEANING,,Business Name,Yukon,Expired
215331,KIDCAMP THEATRE,,Business Name,Yukon,Expired
215332,HEADSTRONG TODD PRODUCTIONS,,Business Name,Yukon,Expired
215333,SHERILYNNE'S CHILDCARE CONTRACTING,,Business Name,Yukon,Expired
215334,JENNIFER JONES EVENTS MANAGEMENT,,Business Name,Yukon,Expired
215335,WAL-MART CANADA*,,Business Name,Yukon,Expired
215336,M B SALES,,Business Name,Yukon,Expired
215337,LAND ROVER FINANCIAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
215338,ANNE MARIE MCCOLMAN BARRISTER AND SOLICITOR,,Business Name,Yukon,Expired
215339,BRENNER CONSULTING,,Business Name,Yukon,Expired
215340,RBC INVESTOR TRADING,,Business Name,Yukon,Expired
215341,LATITUDE 60 DESIGN PLANNING,,Business Name,Yukon,Expired
215342,ISIS WOMENS FITNESS CENTRE,,Business Name,Yukon,Expired
215343,ACTION DIRECT,,Business Name,Yukon,Expired
215344,COURTAGE REDUIT SCOTIA DIRECT,,Business Name,Yukon,Ceased/Dissolved
215345,SCOTIA DISCOUNT BROKERAGE DIRECT,,Business Name,Yukon,Ceased/Dissolved
215346,WINTER BRANCHES BED & BREAKFAST,,Business Name,Yukon,Expired
215347,INFINITI FINANCIAL SERVICES,,Business Name,Yukon,Active
215348,WORLD BEAT IMPORTS,,Business Name,Yukon,Expired
215349,YUKON ALASKA TOURIST TOURS,,Business Name,Yukon,Expired
215350,HAECKEL HILL PICTURES,,Business Name,Yukon,Ceased/Dissolved
215351,JAMES HEATING & VENTILATION,,Business Name,Yukon,Expired
215353,GREAT IDEA GIFTS,,Business Name,Yukon,Expired
215354,TAIT'S CUSTOM TRAILER SALES,,Business Name,Yukon,Expired
215355,REDWOOD PROSPECTING & MINING,,Business Name,Yukon,Active
215356,FIX-IT SERVICES,,Business Name,Yukon,Expired
215357,CHILKOOT STEEL,,Business Name,Yukon,Ceased/Dissolved
215358,JOEY'S TRADING POST,,Business Name,Yukon,Expired
215359,NO PLACE LIKE HOME PET SITTING,,Business Name,Yukon,Expired
215360,AIRECUTZ - ALL BREEDS DOG GROOMING,,Business Name,Yukon,Expired
215361,CITE COUNSELLING SERVICES,,Business Name,Yukon,Expired
215362,NORTHWIND DRILLING AND PUMP SALES,,Business Name,Yukon,Expired
215363,CLAUDIA CARLSON ARCHITECT,,Business Name,Yukon,Expired
215364,"KEITH G. BROWN, BARRISTER & SOLICITOR",,Business Name,Yukon,Expired
215365,KEVIN BARR CONSULTING,,Business Name,Yukon,Expired
215366,SERVICE PLUS ASPHALT SEALING,,Business Name,Yukon,Expired
215367,YUKON LANDSCAPING,,Business Name,Yukon,Ceased/Dissolved
215368,YUKON WILDLIFE HEALTH RESEARCH,,Business Name,Yukon,Expired
215369,N J SISSON ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
215370,PANNONIA FOLK ART & GIFTS,,Business Name,Yukon,Expired
215371,HLC HOME LOANS CANADA,,Business Name,Yukon,Expired
215372,DAVE'S LANDSCAPING,,Business Name,Yukon,Expired
215373,GAMEGAME ONLINE,,Business Name,Yukon,Expired
215374,GENERAL CABLE,,Business Name,Yukon,Expired
215375,ADIZACK FITNESS,,Business Name,Yukon,Expired
215376,BEAVER CREEK LOG HOMES,,Business Name,Yukon,Expired
215377,"WARNER-LAMBERT, GROUPE DES PRODUITS GRAND PUBLIC",,Business Name,Yukon,Expired
215378,"WARNER-LAMBERT, SANTE GRAND PUBLIC",,Business Name,Yukon,Expired
215379,"PFIZER, SANTE GRAND PUBLIC",,Business Name,Yukon,Expired
215380,ADAMS BRANDS,,Business Name,Yukon,Ceased/Dissolved
215381,ADAMS CANADA,,Business Name,Yukon,Ceased/Dissolved
215382,PARKE-DAVIS,,Business Name,Yukon,Expired
215383,WARNER-LAMBERT CANADA,,Business Name,Yukon,Expired
215384,WARNER-LAMBERT,,Business Name,Yukon,Expired
215385,PFIZER GLOBAL RESEARCH AND DEVELOPMENT GROUP,,Business Name,Yukon,Expired
215386,PFIZER ANIMAL HEALTH GROUP,,Business Name,Yukon,Expired
215387,PFIZER PHARMACEUTICAL GROUP,,Business Name,Yukon,Ceased/Dissolved
215388,CAPSUGEL,,Business Name,Yukon,Ceased/Dissolved
215389,SCHICK,,Business Name,Yukon,Ceased/Dissolved
215390,PFIZER CONSUMER HEALTHCARE,,Business Name,Yukon,Expired
215391,WARNER-LAMBERT CONSUMER HEALTHCARE,,Business Name,Yukon,Expired
215392,ADAMS MANUFACTURING,,Business Name,Yukon,Ceased/Dissolved
215393,ADAMS,,Business Name,Yukon,Ceased/Dissolved
215394,YUKON DUDE SOFTWARE,,Business Name,Yukon,Expired
215395,PRECISE PAYROLL SERVICES,,Business Name,Yukon,Expired
215396,WARNER-LAMBERT CONSUMER GROUP,,Business Name,Yukon,Expired
215397,PFIZER GLOBAL RESEARCH & DEVELOPMENT SHERIDAN PARK,,Business Name,Yukon,Expired
215398,ELCOM CONSULTING,,Business Name,Yukon,Expired
215399,A TRACE OF YESTERYEAR,,Business Name,Yukon,Expired
215400,LITTLE RIVER ROAD HOUSE,,Business Name,Yukon,Expired
215401,FOOD WORKS CONSULTING,,Business Name,Yukon,Expired
215402,YUKON TIMBER CARVINGS,,Business Name,Yukon,Expired
215403,HOOF & WOOF FARM,,Business Name,Yukon,Expired
215404,BLUE JAY CONSTRUCTION,,Business Name,Yukon,Expired
215405,WHITE WOLF PRODUCTIONS,,Business Name,Yukon,Expired
215406,"KLONDIKE GOLD EXHIBIT, THE",,Business Name,Yukon,Expired
215407,BANZAI AUTO REPAIR,,Business Name,Yukon,Expired
215408,SHARI HOGEBOOM BARRISTER & SOLICITOR,,Business Name,Yukon,Expired
215409,POLYMER RECORDS,,Business Name,Yukon,Expired
215410,ALLTYPE WELDING SERVICES,,Business Name,Yukon,Expired
215411,AVION SECRETARIAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
215412,R.N.F. ENTERPRISES,,Business Name,Yukon,Expired
215414,M.D. JANITORIAL,,Business Name,Yukon,Ceased/Dissolved
215415,CHALLENGER CONSTRUCTION,,Business Name,Yukon,Active
215416,VERMS DISCOVERY,,Business Name,Yukon,Expired
215417,PEACOCK'S YUKON CAMPS*,,Business Name,Yukon,Expired
215418,TD WATERHOUSE MARKET PARTNER,,Business Name,Yukon,Expired
215419,TINY WEE BACKHOE SERVICES,,Business Name,Yukon,Expired
215420,FAST-TRACK ENERGY & LAND MANAGEMENT,,Business Name,Yukon,Expired
215421,ARC-RITE WELDING AND FABRICATION,,Business Name,Yukon,Ceased/Dissolved
215422,DON TAYLOR SERVICES,,Business Name,Yukon,Expired
215423,THATS A WRAP CATERING,,Business Name,Yukon,Expired
215424,MULTI FIX CONSTRUCTION,,Business Name,Yukon,Expired
215425,MARTIN LAROUCHE CONTRACTING,,Business Name,Yukon,Expired
215426,CANYON MOUNTAIN BED & BREAKFAST,,Business Name,Yukon,Expired
215427,YUKON COLD RUSH,,Business Name,Yukon,Expired
215428,PHH ARVAL,,Business Name,Yukon,Expired
215429,DLL,,Business Name,Yukon,Expired
215430,DELAGE LANDEN,,Business Name,Yukon,Ceased/Dissolved
215431,LELAGE LANDEN FINANCIAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
215432,I.L.A. WORKS SERVICES,,Business Name,Yukon,Expired
215433,BLACK INK PUBLICATIONS,,Business Name,Yukon,Expired
215434,CAROLINE DRURY MUSIC ENT.,,Business Name,Yukon,Ceased/Dissolved
215435,LABERGE ENVIRONMENTAL SERVICES,,Business Name,Yukon,Active
215436,HEADLINE SPORTS - THE SCORE,,Business Name,Yukon,Expired
215437,SCORE (THE),,Business Name,Yukon,Expired
215438,RIVER RIDGE CONVENIENCE STORE,,Business Name,Yukon,Expired
215439,INK REFILL SERVICES,,Business Name,Yukon,Expired
215440,KIERON TAXI SERVICES,,Business Name,Yukon,Expired
215441,SUBARU CANADA CREDIT,,Business Name,Yukon,Ceased/Dissolved
215442,TD NEWCREST,,Business Name,Yukon,Expired
215443,TED'S CAFE,,Business Name,Yukon,Ceased/Dissolved
215444,TOWN & COUNTRY B & B,,Business Name,Yukon,Expired
215445,ALPINE MEADOW MASSAGE AND WHOLISTIC THERAPY,,Business Name,Yukon,Ceased/Dissolved
215446,LUCKY FOTO,,Business Name,Yukon,Expired
215447,DEREK CROWE PHOTOGRAPHY,,Business Name,Yukon,Expired
215448,IRONHORSE GRILL & CATERING,,Business Name,Yukon,Expired
215449,BDP CREDIT SERVICES,,Business Name,Yukon,Ceased/Dissolved
215450,PRIDEVISION*,,Business Name,Yukon,Ceased/Dissolved
215451,CHEECHAKO'S SOURDOUGH STEAKHOUSE,,Business Name,Yukon,Ceased/Dissolved
215452,KLONDIKE INTERNET SERVICES,,Business Name,Yukon,Ceased/Dissolved
215453,HAND IN HAND DISTRIBUTORS,,Business Name,Yukon,Expired
215454,KLONDIKE RETAIL SERVICES,,Business Name,Yukon,Expired
215456,HALDANE ENVIRONMENTAL SERVICES,,Business Name,Yukon,Expired
215457,TANA AUTOMOTIVE SERVICES,,Business Name,Yukon,Expired
215458,LUCKY FARMS,,Business Name,Yukon,Expired
215459,RN HUNT INDUSTRIAL CONTRACTING,,Business Name,Yukon,Expired
215460,LIVING SPACE CONSTRUCTION,,Business Name,Yukon,Expired
215461,E.C.L. CONTRACTING,,Business Name,Yukon,Expired
215462,REHAPY PHYSIOTHERAPY,,Business Name,Yukon,Ceased/Dissolved
215463,UPPER LIARD LODGE,,Business Name,Yukon,Expired
215465,JIREH TECHNOLOGY SERVICES,,Business Name,Yukon,Expired
215466,RAE - VAR MANAGEMENT & CONSULTANT,,Business Name,Yukon,Expired
215467,HODIYIN: SACRED PLACE WORKSHOPS AND RETREATS,,Business Name,Yukon,Expired
215468,SOUTHWIND GENERAL CONTRACTING & EXPEDITING,,Business Name,Yukon,Expired
215469,YUKON TELECOMMUNICATIONS,,Business Name,Yukon,Expired
215470,GOLDTRAPPER GOLDWORKS,,Business Name,Yukon,Expired
215471,MARWELL STORAGE,,Business Name,Yukon,Expired
215472,BLUE WATER SAILING SCHOOL,,Business Name,Yukon,Expired
215473,MANH HO JANITORIAL SERVICE,,Business Name,Yukon,Ceased/Dissolved
215474,STARKO'S MOBILE SERVICES,,Business Name,Yukon,Expired
215476,SANDLUCK GAS FITTING,,Business Name,Yukon,Ceased/Dissolved
215477,C.L. ATV WILDERNESS TOURS,,Business Name,Yukon,Expired
215478,SUZANNE LOZOWCHUK OFFICE TEMP SERVICES,,Business Name,Yukon,Expired
215479,FAMILY CLINIC,,Business Name,Yukon,Expired
215480,CAIRNS MANAGERIAL CONTRACTING,,Business Name,Yukon,Expired
215481,MIDNIGHT DIVING ADVENTURES,,Business Name,Yukon,Expired
215482,FMG'S E TRADERS,,Business Name,Yukon,Expired
215483,STEVE HARE'S MUSIC SHOP,,Business Name,Yukon,Expired
215484,BAR G-K RANCH,,Business Name,Yukon,Expired
215485,WATSON LAKE TAGS CONVENIENCE STORE,,Business Name,Yukon,Ceased/Dissolved
215486,DUSICA'S MUSIC STUDIO,,Business Name,Yukon,Expired
215487,SHOEBOX BOOKKEEPING SERVICE,,Business Name,Yukon,Expired
215488,WILD YUKON WATERSPORTS,,Business Name,Yukon,Expired
215489,WILD YUKON JOURNEYS,,Business Name,Yukon,Expired
215490,PIXEL MAPPER GEOSCIENCE AND SOFTWARE,,Business Name,Yukon,Expired
215491,PROSPECTOR INVESTIGATIONS,,Business Name,Yukon,Ceased/Dissolved
215492,KONSTRUCTION & CHAR VENTURES,,Business Name,Yukon,Expired
215493,CHRISTIAN'S PHOTOGRAPHY,,Business Name,Yukon,Expired
215494,MOORCROFT CONSULTING,,Business Name,Yukon,Expired
215495,"ESSENTIAL SOAP BAR, THE",,Business Name,Yukon,Ceased/Dissolved
215496,SIGN POST FOODS,,Business Name,Yukon,Expired
215497,DAWSON CLEAN SWEEP,,Business Name,Yukon,Expired
215499,WHITEHORSE MASSAGE THERAPY CLINIC,,Business Name,Yukon,Ceased/Dissolved
215501,BRIDGESTONEFIRESTONE SERVICE CENTRES,,Business Name,Yukon,Expired
215502,TD QUANTITATIVE CAPITAL,,Business Name,Yukon,Expired
215503,TD CAPITAL QUANTITATIF,,Business Name,Yukon,Expired
215504,TD PRIVATE ASSET MANAGEMENT,,Business Name,Yukon,Expired
215505,PRIVATE ASSET MANAGEMENT,,Business Name,Yukon,Expired
215506,LANCASTER INVESTMENT COUNSEL,,Business Name,Yukon,Expired
215507,GESTION PRIVEE TD,,Business Name,Yukon,Expired
215508,TD LANCASTER INVESTMENT COUNSEL,,Business Name,Yukon,Expired
215509,FIREWEED LANGUAGE ARTS,,Business Name,Yukon,Expired
215510,TD HARBOUR CAPITAL,,Business Name,Yukon,Ceased/Dissolved
215511,FUNKATUDE DESIGNS,,Business Name,Yukon,Expired
215512,GOLD RUSH FLOAT TOURS,,Business Name,Yukon,Ceased/Dissolved
215513,RON'S LIGHT MOBILE MECHANICAL REPAIR,,Business Name,Yukon,Expired
215514,YUKON PATH & PADDLE ADVENTURES,,Business Name,Yukon,Expired
215515,COMMON GROUND MEDIATION SERVICES,,Business Name,Yukon,Expired
215516,HUSKY OIL MARKETING COMPANY,,Business Name,Yukon,Expired
215517,CAS RESTAURANT CONSULTING,,Business Name,Yukon,Expired
215518,BONGO'S LAUNDROMAT,,Business Name,Yukon,Ceased/Dissolved
215519,"CUTTING EDGE, THE",,Business Name,Yukon,Ceased/Dissolved
215520,BOWMAN ELECTRICAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
215521,MIDNIGHT SUN TANNING,,Business Name,Yukon,Ceased/Dissolved
215522,APPRAISALS BY OLIVER,,Business Name,Yukon,Expired
215523,ANDREA LEMPHERS ADMINISTRATIVE CONSULTING SERVICES,,Business Name,Yukon,Expired
215524,DILLY DALLY DAYHOME,,Business Name,Yukon,Expired
215525,RIVER OF CULTURE TOURS,,Business Name,Yukon,Expired
215526,FCX SPECIALTY VALVES,,Business Name,Yukon,Ceased/Dissolved
215528,CAMBRIDGE LABORATORIES,,Business Name,Yukon,Expired
215529,YUKON FLIGHT TRAINING CENTRE,,Business Name,Yukon,Expired
215530,BUCKWAY AT LARGE CONSULTING,,Business Name,Yukon,Ceased/Dissolved
215531,TWENTY FOUR-SEVEN CONSTRUCTION,,Business Name,Yukon,Expired
215532,"GREAT YUKON FLY SHOP, THE",,Business Name,Yukon,Expired
215533,TUNE-UPS (ACU-PRESSURE),,Business Name,Yukon,Expired
215534,NORTH FRASER PLUMBING,,Business Name,Yukon,Expired
215535,QUALITY SPECIALTY PRODUCTS,,Business Name,Yukon,Expired
215536,NATAYA RESEARCH VENTURES,,Business Name,Yukon,Expired
215537,WINTERLAND ADVENTURES,,Business Name,Yukon,Expired
215538,RENATE'S SNAP SHOTS,,Business Name,Yukon,Expired
215539,BRIGHTEYES WEB PAGES,,Business Name,Yukon,Expired
215540,WHITEHORSE SHELL,,Business Name,Yukon,Expired
215541,TIM KINVIG MEDIA SERVICES,,Business Name,Yukon,Expired
215542,IRIS ENVIRONMENTAL CONSULTING,,Business Name,Yukon,Expired
215543,MADDIGAN'S CABIN STORE,,Business Name,Yukon,Expired
215544,BERRY PICKIN' PRODUCTIONS,,Business Name,Yukon,Expired
215546,DOUG'S MEN'S STYLING & BARBER SHOP,,Business Name,Yukon,Expired
215547,DOWN TO EARTH MINERAL CLAYS,,Business Name,Yukon,Expired
215548,HEALTH AND WEALTH MARKETING,,Business Name,Yukon,Expired
215549,DU-ALL CONSTRUCTION,,Business Name,Yukon,Expired
215550,LA LIGNE METEO OFFICIELLE,,Business Name,Yukon,Ceased/Dissolved
215551,"OFFICIAL WEATHER LINE, THE",,Business Name,Yukon,Ceased/Dissolved
215552,"WEATHER LINE, THE",,Business Name,Yukon,Ceased/Dissolved
215553,INFOMEDIA,,Business Name,Yukon,Ceased/Dissolved
215554,JIFFY UPHOLSTERY SERVICES,,Business Name,Yukon,Expired
215555,INFOMEDIAWEATHER,,Business Name,Yukon,Ceased/Dissolved
215556,LA LIGNE OFFICIELLE,,Business Name,Yukon,Ceased/Dissolved
215557,GRANNY'S ATTIC CONSIGNMENT SHOP,,Business Name,Yukon,Expired
215558,JIM'S CLEANING,,Business Name,Yukon,Expired
215559,SHRINGARA DANCE CREATIONS,,Business Name,Yukon,Expired
215560,JOHN AMATO SAFETY SERVICES,,Business Name,Yukon,Expired
215561,YUKON FLORAL PRESERVES,,Business Name,Yukon,Expired
215562,POPE'S FANCY CAKES,,Business Name,Yukon,Expired
215563,CELESTIAL BOOKKEEPING & COLLECTIONS,,Business Name,Yukon,Expired
215564,CHILKOOT CHIPPING,,Business Name,Yukon,Expired
215565,CARCROSS CORNER SERVICES,,Business Name,Yukon,Expired
215566,NEW CANADIAN MARKETING,,Business Name,Yukon,Expired
215567,SNOWY WOODS CENTRE FOR ECOLOGY AND PEACE (THE),,Business Name,Yukon,Expired
215568,WHITEWATER CAFE,,Business Name,Yukon,Expired
215569,RICE MECHANICAL,,Business Name,Yukon,Expired
215570,BARBER'S II,,Business Name,Yukon,Ceased/Dissolved
215571,SHASKO GENERAL CONTRACTING,,Business Name,Yukon,Expired
215572,PETZONE PETS & SUPPLIES,,Business Name,Yukon,Ceased/Dissolved
215573,BEE HIVE CONTRACTING & LANDSCAPING,,Business Name,Yukon,Expired
215574,WOODSTOCK SUPPLY & SERVICES,,Business Name,Yukon,Expired
215575,WOLF PAW CHARTERS,,Business Name,Yukon,Expired
215576,DOME REALTY SERVICES,,Business Name,Yukon,Expired
